Name,AttributeDescription,Type,Units,Length,ValidValues,AggDefaultValues,DefaultValue1,DefaultValueDesciption1,DefaultValue2,DefaultValueDesciption2,DefaultValue3,DefaultValueDesciption3,DefaultValue4,DefaultValueDesciption4,DefaultValue5,DefaultValueDesciption5,DefaultValue6,DefaultValueDesciption6,Equifax_TU_Availability,LeveledWithExperian,ExpNewData_ArchiveAvailableDate_Arf7SubsegKeyword,RecommendedNotToUse_NCAPImpact
ALL7333,Percentage of trades reported in the last 12 months excluding collections that are never delinquent or derogatory occurred in the last 12 months ,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7334,Percentage of trades reported in the last 24 months excluding collections that are never delinquent or derogatory occurred in the last 24 months ,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7336,Percentage of trades excluding collections that are never delinquent or derogatory occurred in the last 6 months,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade

",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7337,Percentage of trades excluding collections that are never delinquent or derogatory occurred in the last 12 months ,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade
",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7338,Percentage of trades excluding collections that are never delinquent or derogatory occurred in the last 24 months ,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade
",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7346,Percentage of trades reported in the last 6 months including collections that are 30 or more days delinquent or derogatory occurred in the last 6 months,number,%,3,0-100,"999: No trade including collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade including collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL9123,Total number of public record filed petitioned bankruptcies,number,PubRec,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL9124,Total number of public record bankruptcies with status reported in the last 12 months,number,PubRec,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL9125,Total number of public record bankruptcies with status reported in the last 24 months,number,PubRec,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL9128,Total number of public record bankruptcies filed within the last 24 months,number,PubRec,2,0-90,No special default values,Null,No special default values,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7347,Percentage of trades reported in the last 12 months including collections that are 30 or more days delinquent or derogatory occurred in the last 12 months,number,%,3,0-100,"999: No trade including collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade including collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7348,Percentage of trades reported in the last 24 months including collections that are 30 or more days delinquent or derogatory occurred in the last 24 months,number,%,3,0-100,"999: No trade including collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade including collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7350,Percentage of trades including collections that are ever 60 or more days delinquent or derogatory,number,%,3,0-100,"999: No trade including collections
994: No open or closed trade


",999,No trade including collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7358,Percentage of trades reported in the last 24 months including collections that are 60 or more days delinquent or derogatory occurred in the last 24 months,number,%,3,0-100,"999: No trade including collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade including collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7360,Percentage of trades including collections that are ever 90 or more days delinquent or derogatory,number,%,3,0-100,"999: No trade including collections
994: No open or closed trade",999,No trade including collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7370,Percentage of trades including collections that are ever derogatory,number,%,3,0-100,"999: No trade including collections
994: No open or closed trade",999,No trade including collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Impacted by NCAP changes
ALL7440,Percentage of trades excluding collections that are ever 30 or more days delinquent or derogatory,number,%,3,0-100,"999: No trade excluding collections
994: No open or closed trade


",999,No trade excluding collections,994,No open or closed trade,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7442,Percentage of trades reported in the last 6 months excluding collections that are 30 or more days delinquent or derogatory occurred in the last 6 months,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
ALL7443,Percentage of trades reported in the last 12 months excluding collections that are 30 or more days delinquent or derogatory occurred in the last 12 months,number,%,3,0-100,"999: No trade excluding collections
997: No trade reported within timeframe required
994: No open or closed trade reported within timeframe required

",999,No trade excluding collections,997,No trade reported within timeframe required,994,No open or closed trade reported within timeframe required,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null
